filename,prompt1Breed,prompt1Breed_match,prompt2Breed,prompt2Breed_match,cnnBreed,cnnBreed_match,id,breed
4656d270f9b179fc428a8d10f63e61e4,pembroke welsh corgi,False,pembroke,True,pembroke,True,4656d270f9b179fc428a8d10f63e61e4,pembroke
48352a6189e2d6368b794bd7bcbabb0d,shih tzu,True,shih tzu,True,shih tzu,True,48352a6189e2d6368b794bd7bcbabb0d,shih tzu
4836413f4dde1e76dabea44f96b937c1,german shorthaired pointer,False,german short haired pointer,True,german short haired pointer,True,4836413f4dde1e76dabea44f96b937c1,german short haired pointer
49f6854ffe8865db85d4556b35e4dec6,scottish terrier,False,scotch terrier,True,scotch terrier,True,49f6854ffe8865db85d4556b35e4dec6,scotch terrier
4bef82c482709d262be2cc5c683a5b20,kerry blue terrier,True,kerry blue terrier,True,kerry blue terrier,True,4bef82c482709d262be2cc5c683a5b20,kerry blue terrier
4c8fce7407df845d94483d89a4fe06f7,belgian malinois,False,malinois,True,malinois,True,4c8fce7407df845d94483d89a4fe06f7,malinois
520ce0329153e89460353776f4248350,tibetan mastiff,True,tibetan mastiff,True,tibetan mastiff,True,520ce0329153e89460353776f4248350,tibetan mastiff
53114939929c74ccb6c64c373ed7bedb,gordon setter,True,gordon setter,True,gordon setter,True,53114939929c74ccb6c64c373ed7bedb,gordon setter
534138ffc11ad19208aa8373ffb6935d,norwich terrier,True,norwich terrier,True,norwich terrier,True,534138ffc11ad19208aa8373ffb6935d,norwich terrier
53c2a1da882f6cf57b3843a8a12dd677,beagle,False,walker hound,False,english foxhound,True,53c2a1da882f6cf57b3843a8a12dd677,english foxhound
5962e49e30984d1c323fd00a0071c2bf,rhodesian ridgeback,False,redbone,True,redbone,True,5962e49e30984d1c323fd00a0071c2bf,redbone
5b3f3cad7bcad88cb917df18ece875cb,weimaraner,True,weimaraner,True,weimaraner,True,5b3f3cad7bcad88cb917df18ece875cb,weimaraner
5c00367e840b6b3a1defaf75878967ee,flat coated retriever,True,curly coated retriever,False,flat coated retriever,True,5c00367e840b6b3a1defaf75878967ee,flat coated retriever
5dc38d4225a477ef05a40cd1737721b2,irish setter,True,irish setter,True,irish setter,True,5dc38d4225a477ef05a40cd1737721b2,irish setter
635f88581f8c90937e983ab98708430f,shiba inu,False,dingo,True,dingo,True,635f88581f8c90937e983ab98708430f,dingo
645dcbaa43083fbb561f9ed582d1c556,chow chow,False,chow,True,chow,True,645dcbaa43083fbb561f9ed582d1c556,chow
692f74d3096490fc5ba1b49ec31ef3f8,chihuahua,True,chihuahua,True,chihuahua,True,692f74d3096490fc5ba1b49ec31ef3f8,chihuahua
693210c500bb7b78b5ec2900aaaa943f,irish wolfhound,True,irish wolfhound,True,irish wolfhound,True,693210c500bb7b78b5ec2900aaaa943f,irish wolfhound
6947a4e6fd39300775da2423a5bf4e14,pembroke welsh corgi,False,pembroke,False,cardigan,True,6947a4e6fd39300775da2423a5bf4e14,cardigan
694e8e593e55be4c673f97fdf70e3580,schipperke,True,schipperke,True,schipperke,True,694e8e593e55be4c673f97fdf70e3580,schipperke
6c21947b956d6d17ece6350c96a6bac5,beagle,True,beagle,True,beagle,True,6c21947b956d6d17ece6350c96a6bac5,beagle
6e240c0e08f54b9cc4fde62e7259d9b6,bloodhound,True,bloodhound,True,bloodhound,True,6e240c0e08f54b9cc4fde62e7259d9b6,bloodhound
73eb72a5f4c8741d02b7ed9a62311f83,staffordshire bull terrier,False,staffordshire bullterrier,True,staffordshire bullterrier,True,73eb72a5f4c8741d02b7ed9a62311f83,staffordshire bullterrier
745dd01e7a702cb72931a6daba32ad41,bluetick coonhound,False,bluetick,True,bluetick,True,745dd01e7a702cb72931a6daba32ad41,bluetick
778e71af58e7431ccc91543e5d645f73,old english sheepdog,True,old english sheepdog,True,old english sheepdog,True,778e71af58e7431ccc91543e5d645f73,old english sheepdog
7aafb1cd5aba33e4097e41ea4166ece2,irish wolfhound,False,irish wolfhound,False,scottish deerhound,True,7aafb1cd5aba33e4097e41ea4166ece2,scottish deerhound
7ea53b5b77b4c5020bd5b94401d9cc2c,cavalier king charles spaniel,False,blenheim spaniel,True,blenheim spaniel,True,7ea53b5b77b4c5020bd5b94401d9cc2c,blenheim spaniel
818091f88618b285f4dd3f575e1dc74d,tibetan terrier,True,tibetan terrier,True,tibetan terrier,True,818091f88618b285f4dd3f575e1dc74d,tibetan terrier
82052dbdc6378944f3269b8b5507f11d,cocker spaniel,True,cocker spaniel,True,cocker spaniel,True,82052dbdc6378944f3269b8b5507f11d,cocker spaniel
87a8f6b9a0e618486e67662a133e9e61,west highland white terrier,True,west highland white terrier,True,west highland white terrier,True,87a8f6b9a0e618486e67662a133e9e61,west highland white terrier
887c620f29ed39bc5d8702cae6d47dd3,cairn terrier,False,cairn,True,cairn,True,887c620f29ed39bc5d8702cae6d47dd3,cairn
8afa296352be6e60b467b958654cb482,border terrier,True,border terrier,True,border terrier,True,8afa296352be6e60b467b958654cb482,border terrier
8bba6c2e3b2994c4e313d2c489e29880,golden retriever,True,golden retriever,True,golden retriever,True,8bba6c2e3b2994c4e313d2c489e29880,golden retriever
8c1b4527b9d6fa6dce004f83325240b6,pug,True,pug,True,pug,True,8c1b4527b9d6fa6dce004f83325240b6,pug
8eaef67a7269e3e766cce9ce9a1a9ebe,african wild dog,False,african hunting dog,True,african hunting dog,True,8eaef67a7269e3e766cce9ce9a1a9ebe,african hunting dog
93f174c2b71d2b7680a7162f00d79da4,welsh springer spaniel,True,welsh springer spaniel,True,welsh springer spaniel,True,93f174c2b71d2b7680a7162f00d79da4,welsh springer spaniel
94df662b75abda1cbe203738a2b22148,afghan hound,True,afghan hound,True,afghan hound,True,94df662b75abda1cbe203738a2b22148,afghan hound
961aab1d30044142287d7ce30c45b65b,miniature pinscher,False,miniature pinscher,False,miniature pinscher,False,961aab1d30044142287d7ce30c45b65b,toy terrier
9b390d74110d57d254eb6d2683d5b000,greater swiss mountain dog,True,greater swiss mountain dog,True,greater swiss mountain dog,True,9b390d74110d57d254eb6d2683d5b000,greater swiss mountain dog
9bf88e3c2f361f5c93acf7b277546375,mexican hairless,True,mexican hairless,True,mexican hairless,True,9bf88e3c2f361f5c93acf7b277546375,mexican hairless
9c255970bc0a106ad9b031c1a5cf97d1,rottweiler,True,rottweiler,True,rottweiler,True,9c255970bc0a106ad9b031c1a5cf97d1,rottweiler
9cce6280e5e2de7c87fc71995dd092c4,otterhound,True,otterhound,True,otterhound,True,9cce6280e5e2de7c87fc71995dd092c4,otterhound
9e3229a03c3ce5b187028fcf35feba3e,siberian husky,False,siberian husky,False,siberian husky,False,9e3229a03c3ce5b187028fcf35feba3e,eskimo dog
9e81e7884652773e257986e45df70cb5,wire fox terrier,False,wire haired fox terrier,True,lakeland terrier,False,9e81e7884652773e257986e45df70cb5,wire haired fox terrier
9e9573c91725e4399224b623dc48beaf,pomeranian,True,pomeranian,True,pomeranian,True,9e9573c91725e4399224b623dc48beaf,pomeranian
a276c2a66007b922fa5148d5ea29da84,beagle,False,beagle,False,beagle,False,a276c2a66007b922fa5148d5ea29da84,walker hound
a55afed96114f7dcc48ee9ed9731f7da,boston terrier,False,boston bull,True,boston bull,True,a55afed96114f7dcc48ee9ed9731f7da,boston bull
a5bf14a3b9f161ce9c458e82d823bea3,sealyham terrier,True,sealyham terrier,True,sealyham terrier,True,a5bf14a3b9f161ce9c458e82d823bea3,sealyham terrier
a6fbcb0ef8c766183f56fb005bda285d,saint bernard,True,saint bernard,True,saint bernard,True,a6fbcb0ef8c766183f56fb005bda285d,saint bernard
a8477825497bebe7ee3fa6c816f6d499,poodle,False,miniature poodle,True,miniature poodle,True,a8477825497bebe7ee3fa6c816f6d499,miniature poodle
ad26c36ca5249ded86644ef1f01edd91,shih tzu,False,lhasa,True,shih tzu,False,ad26c36ca5249ded86644ef1f01edd91,lhasa
af25571106623e3c34d260cda4bd3096,boxer,True,boxer,True,boxer,True,af25571106623e3c34d260cda4bd3096,boxer
b3cbe3c848a691f2b94838723ffbfb4b,black and tan coonhound,True,black and tan coonhound,True,black and tan coonhound,True,b3cbe3c848a691f2b94838723ffbfb4b,black and tan coonhound
b51261d75a427148d502ecd9108312db,doberman pinscher,False,doberman,True,doberman,True,b51261d75a427148d502ecd9108312db,doberman
b8b7240e9e1872e04ed62c7182b88f4c,german shepherd,True,german shepherd,True,german shepherd,True,b8b7240e9e1872e04ed62c7182b88f4c,german shepherd
ba4521b608d80f576b9301d3ab132d77,pekingese,False,pekinese,True,pekinese,True,ba4521b608d80f576b9301d3ab132d77,pekinese
bb85276dbd61f284f520733f76e96b3b,soft coated wheaten terrier,True,soft coated wheaten terrier,True,soft coated wheaten terrier,True,bb85276dbd61f284f520733f76e96b3b,soft coated wheaten terrier
bc0430c756b298a58b9aa5618e2629ca,bernese mountain dog,True,bernese mountain dog,True,bernese mountain dog,True,bc0430c756b298a58b9aa5618e2629ca,bernese mountain dog
bed0cf9b069065faf7250a922812db5e,poodle,False,standard poodle,True,standard poodle,True,bed0cf9b069065faf7250a922812db5e,standard poodle
c02707afcb697c42ee9e15028d5ef685,chihuahua,False,pembroke,False,collie,True,c02707afcb697c42ee9e15028d5ef685,collie
c44069838d7f06552dbbd8dea615d901,airedale terrier,False,airedale,True,airedale,True,c44069838d7f06552dbbd8dea615d901,airedale
c591c9885407dd541e72a86e3d95785b,american pit bull terrier,False,american staffordshire terrier,True,american staffordshire terrier,True,c591c9885407dd541e72a86e3d95785b,american staffordshire terrier
c928acdd369336b14d87c2846770cac1,keeshond,True,keeshond,True,keeshond,True,c928acdd369336b14d87c2846770cac1,keeshond
cfbca2f86b0f5cac31ed9b41d9482661,dhole,True,dhole,True,dhole,True,cfbca2f86b0f5cac31ed9b41d9482661,dhole
d446ebae35501cfb48832e81db2e49d9,papillon,True,papillon,True,papillon,True,d446ebae35501cfb48832e81db2e49d9,papillon
d5a421e33b9db2f03598af1760c71501,bouvier des flandres,True,bouvier des flandres,True,bouvier des flandres,True,d5a421e33b9db2f03598af1760c71501,bouvier des flandres
d875ddeeafd44e1404b4ce4f376a3922,saluki,True,saluki,True,saluki,True,d875ddeeafd44e1404b4ce4f376a3922,saluki
e0fe902cde4c16de2dd1bd8c5b6dc08e,komondor,True,komondor,True,komondor,True,e0fe902cde4c16de2dd1bd8c5b6dc08e,komondor
e26c1f3142aca0c02cac1d766e87db1d,poodle,False,curly coated retriever,False,irish water spaniel,True,e26c1f3142aca0c02cac1d766e87db1d,irish water spaniel
e63a11b5cf02c211a6b92145fa3cca1a,english springer spaniel,False,english springer,False,english springer,False,e63a11b5cf02c211a6b92145fa3cca1a,brittany spaniel
e93aa36e6a6951470a703ffb9020e9c4,rough collie,False,collie,False,collie,False,e93aa36e6a6951470a703ffb9020e9c4,shetland sheepdog
eccb17b497007b28217bda18db73cce1,french bulldog,True,french bulldog,True,french bulldog,True,eccb17b497007b28217bda18db73cce1,french bulldog
ed38d69eab73e9a66526ee16231f687a,japanese chin,False,japanese spaniel,True,japanese spaniel,True,ed38d69eab73e9a66526ee16231f687a,japanese spaniel
ef761ccf005b7bb9bd6a094df7e07df5,norwegian elkhound,True,norwegian elkhound,True,norwegian elkhound,True,ef761ccf005b7bb9bd6a094df7e07df5,norwegian elkhound
f019e943f7b7267ecd2665eeea73a4ce,english springer spaniel,False,english springer,False,english setter,True,f019e943f7b7267ecd2665eeea73a4ce,english setter
f3ffda74c6fcd4a8ff546bac62060276,sussex spaniel,True,sussex spaniel,True,sussex spaniel,True,f3ffda74c6fcd4a8ff546bac62060276,sussex spaniel
f61d861726155de0ebd1a8e1e892f5af,maltese,False,maltese dog,True,maltese dog,True,f61d861726155de0ebd1a8e1e892f5af,maltese dog
f69078e04e3d5e8d7689820de78f69ff,ibizan hound,True,ibizan hound,True,ibizan hound,True,f69078e04e3d5e8d7689820de78f69ff,ibizan hound
f6f603600c231d6dd529c54e45a7b2c5,french bulldog,False,basenji,True,basenji,True,f6f603600c231d6dd529c54e45a7b2c5,basenji
f9dd329f6a9df4dbad0d100aa2df0fd8,boerboel,False,great dane,True,bull mastiff,False,f9dd329f6a9df4dbad0d100aa2df0fd8,great dane
fa0a112efe3604938af42b371c6227da,cocker spaniel,False,blenheim spaniel,False,clumber,True,fa0a112efe3604938af42b371c6227da,clumber
fcc9c872e76f097b8fd02b56760e7d48,chesapeake bay retriever,True,chesapeake bay retriever,True,chesapeake bay retriever,True,fcc9c872e76f097b8fd02b56760e7d48,chesapeake bay retriever
fd2fbb4ff4bfe775d0267f4737c67521,komondor,False,curly coated retriever,False,kuvasz,True,fd2fbb4ff4bfe775d0267f4737c67521,kuvasz
ffd25009d635cfd16e793503ac5edef0,borzoi,True,borzoi,True,borzoi,True,ffd25009d635cfd16e793503ac5edef0,borzoi
